CARRIER|ORIGIN|REGION,Sum,Count,Mean
B6|AMS|A,81735.000000,23,3553.695652
FX|HOM|D,1469.000000,13,113.000000
GCQ|RSW|I,4448.000000,1,4448.000000
27Q|IPL|D,1088.000000,1,1088.000000
FX|UIO|L,8935.000000,5,1787.000000
H8|YYR|I,2159.000000,1,2159.000000
J5|BNF|D,352.000000,4,88.000000
27Q|APA|D,4607.000000,5,921.400000
V8|ANI|D,1474.000000,5,294.800000
GFQ|CRW|D,1414.000000,3,471.333333
F9|MDW|D,184093.000000,186,989.747312
W8|SLW|I,559.000000,1,559.000000
2AQ|BEL|I,2835.000000,1,2835.000000
HAQ|YXU|I,1128.000000,2,564.000000
IWQ|FLL|I,4707.000000,16,294.187500
1ZQ|BCN|I,4641.000000,1,4641.000000
04Q|GND|D,524.000000,1,524.000000
YX|YYZ|D,37784.000000,103,366.834951
2JQ|EFD|D,490.000000,2,245.000000
09Q|MCF|D,197.000000,1,197.000000
27Q|GNV|D,957.000000,2,478.500000
NK|SJU|L,241.000000,1,241.000000
LF|PWA|D,185.000000,1,185.000000
SY|STL|D,84570.000000,121,698.925620
SY|MSP|L,185794.000000,103,1803.825243
UX|MIA|I,84056.000000,19,4424.000000
27Q|SFO|D,59023.000000,39,1513.410256
13Q|BMI|I,485.000000,1,485.000000
IFQ|SRQ|I,4399.000000,1,4399.000000
13Q|ASE|I,1440.000000,1,1440.000000
VJT|BZN|I,5347.000000,1,5347.000000
SY|CRW|D,3036.000000,7,433.714286
27Q|RIC|D,2622.000000,5,524.400000
UA|ECP|D,572.000000,1,572.000000
FX|CUR|L,5400.000000,12,450.000000
KAH|DLS|D,679.000000,2,339.500000
GFQ|LNS|D,820.000000,2,410.000000
AF|SAT|I,191.000000,1,191.000000
27Q|LUK|D,416.000000,1,416.000000
3FQ|SJU|I,8675.000000,6,1445.833333
AN|EGE|D,734.000000,1,734.000000
FX|MXP|A,64417.000000,13,4955.153846
AA|ALB|D,71098.000000,78,911.512821
TEQ|NCE|I,7912.000000,2,3956.000000
AC|TYS|I,152.000000,1,152.000000
15Q|OPF|I,2315.000000,2,1157.500000
5Y|GUM|I,26113.000000,13,2008.692308
VJT|KUL|I,16131.000000,2,8065.500000
KL|LAS|I,133900.000000,25,5356.000000
X9|OGG|D,4721.000000,1,4721.000000
GV|HOM|D,378.000000,4,94.500000
DL|MBJ|L,109670.000000,81,1353.950617
BF|MIA|I,59609.000000,13,4585.307692
AN|HYA|D,2641.000000,1,2641.000000
LF|SPI|D,1003.000000,2,501.500000
WS|TPA|I,70267.000000,50,1405.340000
13Q|GSP|I,621.000000,1,621.000000
EM|GEG|D,4572.000000,32,142.875000
SY|FLL|D,57675.000000,58,994.396552
UA|GJT|D,9983.000000,45,221.844444
LF|EGE|D,3280.000000,4,820.000000
13Q|CSL|I,915.000000,1,915.000000
13Q|GCM|I,946.000000,2,473.000000
15Q|MIA|I,2088.000000,1,2088.000000
LH|AUS|I,71812.000000,15,4787.466667
KO|KGX|D,398.000000,2,199.000000
27Q|CIC|D,2850.000000,2,1425.000000
13Q|PLS|I,1895.000000,3,631.666667
ZW|PBI|D,1290.000000,2,645.000000
KAQ|MIA|I,49944.000000,12,4162.000000
36Q|NAS|I,4789.000000,5,957.800000
5Y|SIN|I,13330.000000,2,6665.000000
XP|SUX|D,651.000000,1,651.000000
04Q|ASD|D,376.000000,2,188.000000
3EQ|YUL|D,1342.000000,1,1342.000000
IFQ|JAX|I,3421.000000,1,3421.000000
15Q|LTN|I,30203.000000,7,4314.714286
OO|APN|D,6138.000000,32,191.812500
UA|MEX|L,185488.000000,127,1460.535433
V8|SDP|D,2008.000000,6,334.666667
WN|BTR|D,1566.000000,3,522.000000
3FQ|FLL|I,1304.000000,1,1304.000000
15Q|EWR|I,7894.000000,3,2631.333333
GCA|HOW|I,1162.000000,1,1162.000000
WGT|PRG|I,4978.000000,1,4978.000000
8E|OTZ|D,53104.000000,500,106.208000
KAH|FBS|D,6010.000000,204,29.460784
X9|SNN|I,11111.000000,3,3703.666667
15Q|TRN|I,3596.000000,1,3596.000000
DL|KEF|A,79941.000000,28,2855.035714
FX|DHN|D,4495.000000,13,345.769231
27Q|MHE|D,1240.000000,1,1240.000000
IFQ|CLT|I,3120.000000,1,3120.000000
U7|BJX|I,15236.000000,20,761.800000
04Q|UBF|D,3852.000000,20,192.600000
09Q|FOE|D,1937.000000,5,387.400000
VJT|FRA|I,25343.000000,5,5068.600000
04Q|FAR|D,1215.000000,1,1215.000000
6F|KKH|D,4952.000000,94,52.680851
3FQ|MSN|D,644.000000,1,644.000000
C5|LAX|D,1371.000000,1,1371.000000
AA|KEF|A,2944.000000,1,2944.000000
RV|PSP|I,31275.000000,15,2085.000000
IFQ|PHL|I,15094.000000,4,3773.500000
VJT|LUK|I,4374.000000,1,4374.000000
LF|MCO|D,4829.000000,7,689.857143
MQ|LFT|D,6870.000000,20,343.500000
IFQ|YQB|I,1878.000000,1,1878.000000
GCA|PAH|D,2214.000000,2,1107.000000
04Q|OCE|D,1410.000000,7,201.428571
15Q|STN|I,3473.000000,1,3473.000000
5X|IND|D,360.000000,2,180.000000
27Q|BOS|D,4959.000000,10,495.900000
QFX|GVA|I,4471.000000,1,4471.000000
SY|TUS|D,34428.000000,45,765.066667
GEQ|SAV|I,3943.000000,1,3943.000000
VB|BUF|I,4743.000000,3,1581.000000
GCA|OAK|D,3900.000000,2,1950.000000
7H|TPA|I,1728.000000,4,432.000000
GEQ|LAS|I,514.000000,1,514.000000
VJT|HAM|I,4712.000000,1,4712.000000
GEQ|COR|I,4075.000000,1,4075.000000
EM|FSD|D,4172.000000,13,320.923077
3FQ|TWF|D,2878.000000,1,2878.000000
15Q|ROG|I,4294.000000,1,4294.000000
GEQ|PSM|I,1900.000000,2,950.000000
GCA|ALB|D,2450.000000,1,2450.000000
AC|PHL|I,8459.000000,12,704.916667
GFQ|SAT|D,1266.000000,2,633.000000
6F|ANV|D,3482.000000,42,82.904762
MX|ALB|D,3467.000000,4,866.750000
4W|WCR|D,196.000000,4,49.000000
AS|GJT|D,212.000000,1,212.000000
4W|SVS|D,3028.000000,40,75.700000
GFQ|PTK|I,20331.000000,12,1694.250000
1BQ|YQM|D,881.000000,1,881.000000
LF|1TX|D,3711.000000,6,618.500000
3FQ|ZRH|I,3561.000000,1,3561.000000
GJQ|AHO|I,3784.000000,1,3784.000000
PTQ|ORL|I,193.000000,1,193.000000
WN|ONT|D,333203.000000,439,759.004556
GWQ|ASD|I,350.000000,2,175.000000
LF|AAF|D,831.000000,2,415.500000
GWQ|MHH|I,214.000000,1,214.000000
04Q|MCN|D,230.000000,1,230.000000
FK|YLW|I,214.000000,1,214.000000
04Q|TIX|D,190.000000,1,190.000000
10Q|KEF|I,6277.000000,2,3138.500000
LDQ|JMK|I,6983.000000,1,6983.000000
3FQ|IPL|D,94.000000,1,94.000000
GJQ|YYT|I,1945.000000,2,972.500000
GJQ|DPA|I,10842.000000,4,2710.500000
GV|KMO|D,4228.000000,100,42.280000
GV|SKW|D,68.000000,1,68.000000
AS|PIT|D,78848.000000,44,1792.000000
7S|RDB|D,128.000000,2,64.000000
1BQ|MCO|D,1954.000000,2,977.000000
EAU|MAD|I,3574.000000,1,3574.000000
GJQ|HUY|I,3036.000000,1,3036.000000
B6|GCM|L,43772.000000,28,1563.285714
GJQ|BCN|I,3482.000000,1,3482.000000
ZW|MDT|D,6311.000000,11,573.727273
3EQ|MMH|D,807.000000,3,269.000000
2LQ|TZN|D,1269.000000,6,211.500000
13Q|ORL|I,7425.000000,7,1060.714286
B6|BON|L,3982.000000,2,1991.000000
VB|TLC|I,5002.000000,3,1667.333333
UA|BWI|P,45.000000,1,45.000000
VJT|ILM|I,11187.000000,3,3729.000000
K2|MLL|D,7026.000000,132,53.227273
UA|OGG|D,302722.000000,109,2777.266055
ZW|AVL|D,4333.000000,9,481.444444
GJQ|TEB|I,9080.000000,2,4540.000000
15Q|IAD|I,3668.000000,1,3668.000000
UA|DEL|A,131120.000000,18,7284.444444
GJQ|BOS|I,3857.000000,2,1928.500000
N8|MSY|I,4817.000000,1,4817.000000
9E|MSY|D,1457.000000,4,364.250000
24Q|PLS|I,4029.000000,2,2014.500000
27Q|KOA|D,7427.000000,4,1856.750000
VJT|TTN|I,4851.000000,1,4851.000000
15Q|SYD|I,5066.000000,1,5066.000000
2O|06A|D,234.000000,13,18.000000
AY|ORD|I,31052.000000,7,4436.000000
KAT|ANC|D,14800.000000,45,328.888889
1HQ|PRG|I,10228.000000,2,5114.000000
IFQ|LAX|I,80847.000000,16,5052.937500
OO|BPT|D,3893.000000,17,229.000000
27Q|RNO|D,1718.000000,2,859.000000
WGT|HOU|I,4772.000000,1,4772.000000
13Q|SXM|I,5403.000000,4,1350.750000
TQ|AXA|D,3388.000000,2,1694.000000
04Q|NY1|D,1911.000000,7,273.000000
5V|TRC|I,280.000000,1,280.000000
AA|LRM|L,887.000000,1,887.000000
0J|TEB|I,8444.000000,4,2111.000000
IFQ|FOK|I,10192.000000,3,3397.333333
G4|DSM|D,205856.000000,191,1077.780105
SY|RSW|L,498.000000,1,498.000000
KLQ|DAY|I,3126.000000,2,1563.000000
DL|STN|A,4230.000000,1,4230.000000
KO|WRG|D,13154.000000,51,257.921569
27Q|NEW|D,4526.000000,3,1508.666667
04Q|BTV|D,11457.000000,51,224.647059
27Q|VNY|I,5403.000000,2,2701.500000
13Q|RST|I,1776.000000,3,592.000000
27Q|GEO|I,2558.000000,1,2558.000000
G4|SAN|D,34016.000000,33,1030.787879
FX|MGM|D,86.000000,1,86.000000
WN|PSP|D,94481.000000,188,502.558511
WN|SJU|D,369826.000000,235,1573.727660
VB|IAH|I,62154.000000,94,661.212766
G4|FOK|D,684.000000,1,684.000000
KLQ|SLP|I,1128.000000,3,376.000000
VJT|LNK|I,1699.000000,1,1699.000000
F9|SJU|L,33799.000000,103,328.145631
04Q|ATL|D,18.000000,1,18.000000
VJT|TRN|I,16758.000000,3,5586.000000
GCA|WRI|D,1632.000000,1,1632.000000
KD|RIV|I,403.000000,1,403.000000
KAH|KTN|D,600.000000,1,600.000000
25Q|HPN|I,247.000000,1,247.000000
AA|PHX|D,2385036.000000,2222,1073.373537
KLQ|CID|D,7884.000000,25,315.360000
36Q|LTN|I,62883.000000,16,3930.187500
GEQ|CHA|I,10533.000000,3,3511.000000
XP|GRR|D,2515.000000,3,838.333333
HA|OGG|D,327673.000000,196,1671.801020
8E|SCM|D,822.000000,3,274.000000
4W|MLY|D,1195.000000,25,47.800000
WGT|JAX|I,4652.000000,1,4652.000000
XP|YIP|I,558.000000,1,558.000000
HAQ|ABE|I,140.000000,1,140.000000
B6|XNA|D,342.000000,1,342.000000
ABX|BDL|D,2784.000000,6,464.000000
YX|DSM|D,36634.000000,52,704.500000
GCQ|HOU|I,2176.000000,1,2176.000000
IFQ|RSW|I,4668.000000,1,4668.000000
15Q|SGD|I,3769.000000,1,3769.000000
B6|CLT|D,19917.000000,32,622.406250
JCO|HPN|I,11021.000000,4,2755.250000
C5|FTW|D,2029.000000,3,676.333333
G4|FFO|D,678.000000,1,678.000000
GEQ|MIA|I,1087.000000,1,1087.000000
HAQ|SCF|I,7658.000000,5,1531.600000
36Q|PSM|I,227.000000,1,227.000000
GV|SCM|D,4851.000000,62,78.241935
KAT|KOT|D,180.000000,1,180.000000
GEQ|BOS|I,16844.000000,6,2807.333333
3AQ|PTH|D,1356.000000,8,169.500000
KAH|OTS|D,243.000000,2,121.500000
3EQ|OGD|D,1547.000000,3,515.666667
OH|BNA|D,33936.000000,69,491.826087
LF|CHO|D,469.000000,1,469.000000
M6|DFW|D,733.000000,1,733.000000
FX|PQI|D,4772.000000,25,190.880000
04Q|SBN|D,656.000000,1,656.000000
JCO|EDI|I,9465.000000,2,4732.500000
KAH|EAT|D,552.000000,4,138.000000
KAH|COE|D,2256.000000,9,250.666667
2NQ|PVD|D,78.000000,1,78.000000
LF|MO6|D,465.000000,1,465.000000
M6|BGI|L,8624.000000,6,1437.333333
27Q|RWI|D,847.000000,2,423.500000
KAH|SUO|D,927.000000,4,231.750000
KAH|ALW|D,1080.000000,5,216.000000
KAH|HIO|D,1529.000000,8,191.125000
GEQ|SDR|I,3502.000000,1,3502.000000
IFQ|STN|I,6570.000000,2,3285.000000
GCA|MEX|I,13065.000000,16,816.562500
AF|IND|I,408.000000,2,204.000000
VJT|AZI|I,85558.000000,12,7129.833333
MX|OGD|D,12309.000000,16,769.312500
KAH|GEG|D,1484.000000,6,247.333333
15Q|FLL|I,4778.000000,1,4778.000000
04Q|NH6|D,183.000000,1,183.000000
QFX|MIA|I,5839.000000,2,2919.500000
27Q|CHS|I,563.000000,1,563.000000
B6|SJC|D,26304.000000,11,2391.272727
04Q|STT|D,5074.000000,28,181.214286
G4|PVD|D,30468.000000,32,952.125000
U7|LCK|D,1535.000000,4,383.750000
J5|TKE|D,2696.000000,64,42.125000
KAH|YKA|D,782.000000,2,391.000000
MP|SCL|I,8236.000000,2,4118.000000
LF|SC6|D,816.000000,2,408.000000
3FQ|IAD|D,8969.000000,11,815.363636
DL|MOB|D,7093.000000,26,272.807692
KAH|YZT|D,2733.000000,10,273.300000
GCA|HPN|I,9537.000000,6,1589.500000
KAH|RDM|D,1029.000000,4,257.250000
5V|AKP|D,17581.000000,75,234.413333
AOQ|OPF|I,48435.000000,10,4843.500000
3EQ|C01|D,2052.000000,8,256.500000
13Q|SOP|I,645.000000,1,645.000000
N8|AEX|I,1271.000000,1,1271.000000
DL|LGW|A,28327.000000,8,3540.875000
KAH|HSH|D,1802.000000,2,901.000000
8E|AIN|D,1210.000000,4,302.500000
7H|BWI|D,1209.000000,1,1209.000000
HAQ|LAS|I,5778.000000,3,1926.000000
G4|OKC|D,28934.000000,30,964.466667
KAH|TWF|D,534.000000,1,534.000000
15Q|OSD|I,3545.000000,1,3545.000000
KAH|WVI|D,758.000000,1,758.000000
KAH|UDD|D,2104.000000,2,1052.000000
8V|UNK|D,130.000000,1,130.000000
QX|YEG|D,5031.000000,9,559.000000
GEQ|TWF|I,5385.000000,2,2692.500000
AOQ|BUD|I,14857.000000,3,4952.333333
XP|OMA|D,651.000000,1,651.000000
AN|LAS|D,12109.000000,42,288.309524
KAH|PUW|D,251.000000,1,251.000000
G4|GEG|D,48501.000000,53,915.113208
27Q|BED|D,21970.000000,41,535.853659
IFQ|BEG|I,5467.000000,1,5467.000000
3AQ|GAL|D,701.000000,8,87.625000
2AQ|PRG|I,27623.000000,6,4603.833333
3FQ|STT|I,1114.000000,1,1114.000000
IB|BCN|I,456401.000000,96,4754.177083
KAH|ODW|D,1109.000000,1,1109.000000
I4|HNH|D,2633.000000,18,146.277778
LF|TBN|D,21454.000000,59,363.627119
L7|MEX|I,1276.000000,1,1276.000000
U7|MTY|D,128.000000,1,128.000000
TP|OPO|I,40080.000000,12,3340.000000
27Q|BKL|D,324.000000,1,324.000000
EM|HII|D,2050.000000,13,157.692308
ZW|LAN|D,2608.000000,14,186.285714
XP|TVC|D,2058.000000,3,686.000000
3EQ|SLE|D,839.000000,1,839.000000
KAH|YBL|D,792.000000,4,198.000000
SVW|IAD|I,9958.000000,6,1659.666667
2NQ|SLK|D,252.000000,1,252.000000
GCA|TAM|I,1484.000000,1,1484.000000
1BQ|DFW|I,5614.000000,1,5614.000000
KAH|PDT|D,223.000000,1,223.000000
KAH|XXS|D,731.000000,2,365.500000
UA|DEN|D,5130560.000000,5082,1009.555293
3EQ|YYZ|D,1876.000000,1,1876.000000
GCA|EUG|D,6992.000000,3,2330.666667
W2|PVD|I,1694.000000,1,1694.000000
KAH|YQH|D,909.000000,1,909.000000
TA|IAH|I,14708.000000,13,1131.384615
27Q|ORF|D,1161.000000,3,387.000000
04Q|HZL|D,438.000000,2,219.000000
KAH|EGE|D,954.000000,1,954.000000
04Q|IAD|D,16694.000000,54,309.148148
FX|HDN|D,2187.000000,13,168.230769
0Q|LBG|I,7268.000000,2,3634.000000
9K|BIL|D,12528.000000,60,208.800000
KAH|YCD|D,256.000000,2,128.000000
AC|PDX|I,4194.000000,2,2097.000000
DE|BWI|I,24121.000000,6,4020.166667
PTQ|OPF|I,10334.000000,5,2066.800000
PT|EVV|D,6159.000000,15,410.600000
KAH|LGB|D,1053.000000,1,1053.000000
AA|AUS|D,393073.000000,421,933.665083
KAH|JAC|D,1143.000000,2,571.500000
VJT|TWF|I,4527.000000,1,4527.000000
KAH|TTD|D,420.000000,2,210.000000
SY|IND|L,6943.000000,5,1388.600000
8V|AA8|D,68.000000,2,34.000000
DL|OMA|L,1486.000000,1,1486.000000
VJT|PIK|I,5053.000000,1,5053.000000
5V|PSK|D,1279.000000,1,1279.000000
KAH|PSC|D,548.000000,3,182.666667
LH|CLT|I,55174.000000,13,4244.153846
KO|ANC|D,149926.000000,347,432.063401
GCQ|MIA|I,13602.000000,3,4534.000000
13Q|MLB|I,3209.000000,3,1069.666667
UA|RNO|D,162438.000000,171,949.929825
8V|TCT|D,2431.000000,28,86.821429
5X|SGF|D,16052.000000,38,422.421053
DL|MCI|D,249310.000000,293,850.887372
5V|UTO|D,1122.000000,6,187.000000
WN|LIT|D,105543.000000,177,596.288136
SY|SAN|L,2376.000000,2,1188.000000
KX|DEN|I,19862.000000,10,1986.200000
2AQ|PLS|I,2842.000000,2,1421.000000
8V|RLU|D,301.000000,1,301.000000
G4|TIK|D,2354.000000,2,1177.000000
LF|ANB|D,455.000000,1,455.000000
VJT|INV|I,12438.000000,3,4146.000000
GCA|SKB|I,3813.000000,3,1271.000000
PFQ|YAP|I,6372.000000,12,531.000000
X9|N1C|I,1599.000000,3,533.000000
AI|IAD|I,97578.000000,13,7506.000000
27Q|MOD|D,184.000000,1,184.000000
MX|NAS|D,1760.000000,2,880.000000
3FQ|NEW|D,2309.000000,3,769.666667
GCA|BDA|I,1849.000000,2,924.500000
8V|OBU|D,4127.000000,27,152.851852
GV|ATT|D,2073.000000,114,18.184211
W2|BDL|I,92.000000,1,92.000000
24Q|MXP|I,5274.000000,1,5274.000000
SY|MEM|D,37406.000000,66,566.757576
MQ|LBB|D,7056.000000,27,261.333333
8V|NIB|D,6235.000000,48,129.895833
3AQ|MCG|D,1442.000000,7,206.000000
3EQ|SMX|D,2696.000000,2,1348.000000
KAT|SCM|D,516.000000,1,516.000000
AZ|JFK|I,153746.000000,37,4155.297297
AS|MKE|D,85131.000000,53,1606.245283
EAU|CAK|I,4267.000000,1,4267.000000
04Q|SUA|D,7480.000000,28,267.142857
MQ|CRP|D,9604.000000,29,331.172414
DL|LAS|D,665286.000000,575,1157.019130
1UQ|LAX|I,3823.000000,2,1911.500000
8E|DCK|D,296.000000,1,296.000000
AA|YVR|D,69980.000000,43,1627.441860
B6|TUS|D,110.000000,1,110.000000
X9|EWR|D,4916.000000,4,1229.000000
1UQ|PHL|I,4037.000000,2,2018.500000
27Q|LNS|D,25.000000,1,25.000000
RVQ|MCG|D,2640.000000,12,220.000000
2JQ|CSL|D,23580.000000,24,982.500000
7S|SXP|D,3407.000000,52,65.519231
WN|OKC|D,290995.000000,440,661.352273
1UQ|IAD|I,10056.000000,4,2514.000000
KD|ANC|I,241604.000000,73,3309.643836
SY|SDF|D,42404.000000,65,652.369231
26Q|SNN|I,9252.000000,3,3084.000000
AV|CTG|I,26445.000000,16,1652.812500
3FQ|SFH|I,2072.000000,2,1036.000000
3FQ|DSM|D,908.000000,1,908.000000
MX|HOU|D,11284.000000,14,806.000000
04Q|WSH|D,214.000000,1,214.000000
IFQ|ZAD|I,3961.000000,1,3961.000000
GCA|MCO|D,9522.000000,14,680.142857
5V|SVW|D,374.000000,2,187.000000
K2|KWK|D,2278.000000,51,44.666667
1QQ|STX|D,450.000000,10,45.000000
AS|BNA|D,140497.000000,72,1951.347222
HAQ|MDW|I,2189.000000,2,1094.500000
DL|PIH|D,300.000000,2,150.000000
04Q|NY5|D,701.000000,6,116.833333
04Q|OXC|D,4896.000000,25,195.840000
AS|STS|D,14214.000000,23,618.000000
AMQ|ORD|D,678.000000,1,678.000000
1UQ|BOS|I,3687.000000,3,1229.000000
UA|PDX|D,577059.000000,388,1487.265464
XP|GEG|D,4969.000000,4,1242.250000
JRQ|SXQ|D,1091.000000,9,121.222222
AC|SRQ|I,2268.000000,2,1134.000000
GCA|NAS|I,12429.000000,22,564.954545
L7|PTY|I,9030.000000,3,3010.000000
VJT|TUS|I,1873.000000,1,1873.000000
QK|BDL|I,8176.000000,22,371.636364
1UQ|BWI|I,6976.000000,3,2325.333333
ABX|SJU|A,48534.000000,29,1673.586207
KE|SFO|I,309622.000000,56,5528.964286
XP|YUL|D,713.000000,1,713.000000
WU|FLL|I,2664.000000,17,156.705882
DL|MDW|D,83266.000000,135,616.785185
HAQ|TTN|I,87.000000,1,87.000000
KLQ|MID|I,767.000000,1,767.000000
04Q|FLL|D,4460.000000,22,202.727273
HAQ|BDA|I,1570.000000,2,785.000000
DL|GCM|L,38677.000000,35,1105.057143
4W|RMP|D,2343.000000,33,71.000000
27Q|UES|D,35.000000,1,35.000000
27Q|SNA|D,9419.000000,10,941.900000
OO|TXK|D,3867.000000,16,241.687500
L2|CUN|I,791.000000,1,791.000000
ATQ|TFS|I,3380.000000,1,3380.000000
27Q|YYC|I,3479.000000,2,1739.500000
KD|CVG|I,3110.000000,1,3110.000000
HAQ|PSP|I,6198.000000,3,2066.000000
GCQ|GDN|I,4101.000000,1,4101.000000
KD|RSW|I,13719.000000,12,1143.250000
X9|IND|D,1964.000000,2,982.000000
ATQ|FLL|I,4931.000000,1,4931.000000
KE|MSP|I,334.000000,1,334.000000
HAQ|BHM|I,55.000000,1,55.000000
15Q|PMI|I,3857.000000,1,3857.000000
2LQ|OPF|D,1733.000000,20,86.650000
LDQ|IAD|I,7972.000000,2,3986.000000
04Q|YYZ|D,3827.000000,12,318.916667
F9|MSP|D,198280.000000,204,971.960784
HAQ|PBI|I,4583.000000,4,1145.750000
LP|MCO|I,404.000000,1,404.000000
HAQ|MLB|I,1040.000000,1,1040.000000
WGT|AMS|I,5473.000000,1,5473.000000
OO|ABE|D,9863.000000,23,428.826087
HAQ|OTH|I,2208.000000,1,2208.000000
OO|TIJ|L,3528.000000,12,294.000000
04Q|HGR|D,386.000000,2,193.000000
8E|GAM|D,21159.000000,119,177.806723
VJT|SNR|I,4394.000000,1,4394.000000
OO|ABY|D,7751.000000,33,234.878788
VJT|PRG|I,32039.000000,7,4577.000000
8E|OHC|D,511.000000,5,102.200000
KD|RZE|I,5532.000000,1,5532.000000
15Q|IST|I,5960.000000,1,5960.000000
8E|GLV|D,9559.000000,153,62.477124
AA|FWA|D,1828.000000,4,457.000000
3EQ|BOS|D,6643.000000,2,3321.500000
8E|UNK|D,25078.000000,269,93.226766
LDQ|INN|I,3683.000000,1,3683.000000
DL|UIO|L,37112.000000,16,2319.500000
KLQ|ONT|D,670.000000,1,670.000000
2O|AKK|D,4876.000000,72,67.722222
B6|ALB|D,34708.000000,39,889.948718
VJT|SUA|I,4986.000000,1,4986.000000
WL|SCE|D,372.000000,1,372.000000
VJT|CTS|I,9615.000000,2,4807.500000
3EQ|SJU|D,14097.000000,6,2349.500000
1BQ|HOU|D,666.000000,1,666.000000
3EQ|BUF|D,4702.000000,1,4702.000000
OO|BQK|D,6742.000000,28,240.785714
B6|COU|D,1125.000000,1,1125.000000
QFX|GTF|I,923.000000,1,923.000000
RV|ATL|I,3617.000000,5,723.400000
XP|BHM|D,6637.000000,10,663.700000
OO|AVP|D,4424.000000,8,553.000000
27Q|LWB|D,1021.000000,1,1021.000000
7H|EWR|I,5206.000000,3,1735.333333
8E|SVA|D,18221.000000,125,145.768000
8E|KSM|D,1318.000000,8,164.750000
N8|SGN|I,12010.000000,2,6005.000000
0CQ|VNY|I,6267.000000,2,3133.500000
KAH|VNY|D,926.000000,1,926.000000
WS|YEG|I,397177.000000,256,1551.472656
27Q|CCR|D,2474.000000,2,1237.000000
VJT|RIL|I,7882.000000,1,7882.000000
AMQ|CLL|D,1297.000000,2,648.500000
6F|NIB|D,195.000000,1,195.000000
4W|VEE|D,306.000000,2,153.000000
KAH|FRD|D,10776.000000,83,129.831325
27Q|ELH|I,454.000000,2,227.000000
7H|MDW|I,1399.000000,1,1399.000000
OO|CIU|D,20493.000000,59,347.338983
NH|SFO|I,123408.000000,24,5142.000000
04Q|ASE|D,3520.000000,2,1760.000000
AF|DEN|I,63453.000000,13,4881.000000
27Q|PWT|D,4356.000000,5,871.200000
9X|BFD|D,4005.000000,25,160.200000
27Q|ADS|D,13359.000000,13,1027.615385
DL|SBA|D,24979.000000,23,1086.043478
IFQ|FAR|I,4657.000000,1,4657.000000
B6|PHX|D,127171.000000,63,2018.587302
NH|HND|I,664717.000000,116,5730.318966
5Y|EWR|D,13491.000000,8,1686.375000
3EQ|GRR|D,607.000000,1,607.000000
OO|CAK|D,10310.000000,33,312.424242
GCA|MHR|D,520.000000,1,520.000000
27Q|JZI|D,1806.000000,1,1806.000000
QX|MFR|D,15094.000000,38,397.210526
KO|KTN|D,17596.000000,67,262.626866
5V|SAT|D,1416.000000,3,472.000000
04Q|SPG|D,1250.000000,6,208.333333
LF|BHM|D,5093.000000,10,509.300000
5X|CID|D,28841.000000,67,430.462687
27Q|KEF|I,2566.000000,1,2566.000000
13Q|LCK|I,316.000000,1,316.000000
HUQ|CLE|I,3934.000000,1,3934.000000
09Q|MLU|D,671.000000,1,671.000000
GV|KWK|D,6386.000000,136,46.955882
0UQ|SKB|I,2234.000000,1,2234.000000
DL|CYS|D,180.000000,2,90.000000
KAH|PUL|D,72.000000,4,18.000000
AM|LRD|I,212.000000,1,212.000000
GCA|IAG|D,2392.000000,2,1196.000000
6F|OOK|D,7693.000000,109,70.577982
DL|PBI|D,189906.000000,211,900.028436
27Q|DWH|D,1336.000000,4,334.000000
AS|ONT|D,84442.000000,109,774.697248
27Q|ADS|I,1187.000000,1,1187.000000
IFQ|MCO|I,10189.000000,4,2547.250000
9X|LAX|D,3064.000000,16,191.500000
27Q|OXC|D,116.000000,2,58.000000
G4|PGD|D,544893.000000,539,1010.933210
EM|ABQ|D,159.000000,1,159.000000
G3|MIA|I,105882.000000,33,3208.545455
G4|YUM|D,4328.000000,2,2164.000000
VJT|MSP|I,4769.000000,1,4769.000000
V8|ENA|D,806.000000,5,161.200000
27Q|CSL|I,1223.000000,1,1223.000000
DL|CHS|D,72519.000000,123,589.585366
AN|TN8|D,243.000000,1,243.000000
UA|BWI|D,430996.000000,326,1322.073620
AN|OPF|D,1792.000000,1,1792.000000
27Q|MIA|I,226.000000,1,226.000000
15Q|SGU|I,5350.000000,1,5350.000000
B6|RIC|D,51048.000000,105,486.171429
04Q|MFV|D,260.000000,1,260.000000
VJT|SNN|I,115978.000000,28,4142.071429
27Q|PHL|D,7566.000000,9,840.666667
M6|VCP|L,4024.000000,1,4024.000000
DL|YYC|D,35556.000000,35,1015.885714
VJT|APW|I,6260.000000,1,6260.000000
5D|DFW|I,11078.000000,12,923.166667
QFX|BKL|I,2152.000000,1,2152.000000
V8|KPN|D,485.000000,1,485.000000
G4|ACY|D,3670.000000,3,1223.333333
YV|JAX|D,15951.000000,22,725.045455
7S|KUK|D,1886.000000,48,39.291667
WN|PHL|L,90.000000,1,90.000000
3EQ|TVC|D,1662.000000,1,1662.000000
13Q|IAD|I,6559.000000,14,468.500000
VJT|KOA|I,57547.000000,12,4795.583333
3EQ|ATL|D,3301.000000,2,1650.500000
VJT|AVN|I,5483.000000,1,5483.000000
VJT|BGI|I,17320.000000,7,2474.285714
AF|IAD|I,119722.000000,31,3862.000000
15Q|LBC|I,10906.000000,2,5453.000000
27Q|LCH|D,179.000000,1,179.000000
27Q|PSP|D,22051.000000,30,735.033333
