CARRIER,ORIGIN,Sum,Count,Mean
GFQ,GCM,5909.000000,13,454.538462
GFQ,GDC,2497.000000,3,832.333333
GFQ,GSO,490.000000,1,490.000000
GFQ,GSP,3702.000000,6,617.000000
GFQ,GUA,7119.000000,7,1017.000000
GFQ,GYY,218.000000,1,218.000000
GFQ,HMO,714.000000,1,714.000000
GFQ,IAG,4090.000000,12,340.833333
GFQ,IN6,321.000000,1,321.000000
GFQ,IND,1517.000000,4,379.250000
GFQ,JZT,1396.000000,2,698.000000
GFQ,LAF,480.000000,2,240.000000
GFQ,LCK,396.000000,2,198.000000
GFQ,LEX,632.000000,2,316.000000
GFQ,LGB,2044.000000,1,2044.000000
GFQ,LIT,725.000000,1,725.000000
GFQ,LNS,820.000000,2,410.000000
GFQ,LRD,97073.000000,86,1128.755814
GFQ,MCI,6446.000000,8,805.750000
GFQ,MDT,1562.000000,1,1562.000000
GFQ,MEM,16465.000000,21,784.047619
GFQ,MFE,6232.000000,6,1038.666667
GFQ,MGA,3947.000000,2,1973.500000
GFQ,MIA,33503.000000,48,697.979167
GFQ,MID,8184.000000,12,682.000000
GFQ,MKG,147.000000,1,147.000000
GFQ,MKL,570.000000,1,570.000000
GFQ,MQY,9053.000000,12,754.416667
GFQ,MSP,3132.000000,12,261.000000
GFQ,MTY,128.000000,1,128.000000
GFQ,NAS,3150.000000,17,185.294118
GFQ,OAK,1495.000000,1,1495.000000
GFQ,OGD,1448.000000,1,1448.000000
GFQ,OPF,2379.000000,14,169.928571
GFQ,ORH,1095.000000,1,1095.000000
GFQ,PAE,4437.000000,2,2218.500000
GFQ,PBC,1743.000000,3,581.000000
GFQ,PTK,105552.000000,99,1066.181818
GFQ,QRO,1437.000000,3,479.000000
GFQ,RFD,1459.000000,2,729.500000
GFQ,SAL,11253.000000,11,1023.000000
GFQ,SAN,216.000000,12,18.000000
GFQ,SAP,9526.000000,11,866.000000
GFQ,SAT,1266.000000,2,633.000000
GFQ,SDF,18747.000000,25,749.880000
GFQ,SDM,1727.000000,2,863.500000
GFQ,SDQ,167.000000,1,167.000000
GFQ,SLC,693.000000,1,693.000000
GFQ,SLP,376.000000,1,376.000000
GFQ,SLW,3623.000000,9,402.555556
GFQ,STL,1323.000000,2,661.500000
GFQ,T8X,424.000000,1,424.000000
GFQ,TCL,1498.000000,2,749.000000
GFQ,TIJ,216.000000,12,18.000000
GFQ,TLC,565.000000,1,565.000000
GFQ,TNT,39.000000,1,39.000000
GFQ,TOL,4259.000000,6,709.833333
GFQ,TPA,2028.000000,2,1014.000000
GFQ,TUP,647.000000,1,647.000000
GFQ,TVF,23363.000000,27,865.296296
GFQ,YHM,194.000000,1,194.000000
GFQ,YIP,3921.000000,4,980.250000
GFQ,YMX,510.000000,1,510.000000
GFQ,YNG,171.000000,1,171.000000
GFQ,YQG,66.000000,2,33.000000
GJQ,AHO,3784.000000,1,3784.000000
GJQ,ATH,9890.000000,2,4945.000000
GJQ,AVN,3520.000000,1,3520.000000
GJQ,BCN,3482.000000,1,3482.000000
GJQ,BDA,1544.000000,2,772.000000
GJQ,BGR,42497.000000,18,2360.944444
GJQ,BOS,3857.000000,2,1928.500000
GJQ,DPA,10842.000000,4,2710.500000
GJQ,DUB,5986.000000,2,2993.000000
GJQ,EWR,4956.000000,1,4956.000000
GJQ,FMM,3613.000000,1,3613.000000
GJQ,GOA,3674.000000,1,3674.000000
GJQ,HUY,3036.000000,1,3036.000000
GJQ,KEF,20416.000000,9,2268.444444
GJQ,MAD,3249.000000,1,3249.000000
GJQ,PMI,3571.000000,1,3571.000000
GJQ,PSA,11298.000000,3,3766.000000
GJQ,PTP,1375.000000,1,1375.000000
GJQ,PWM,2320.000000,1,2320.000000
GJQ,SFB,5774.000000,1,5774.000000
GJQ,SFJ,2238.000000,1,2238.000000
GJQ,SMA,2320.000000,1,2320.000000
GJQ,SNN,5793.000000,2,2896.500000
GJQ,TEB,9080.000000,2,4540.000000
GJQ,TIV,4273.000000,1,4273.000000
GJQ,VNY,5110.000000,1,5110.000000
GJQ,YYR,3606.000000,4,901.500000
GJQ,YYT,1945.000000,2,972.500000
GQQ,ANC,7955.000000,34,233.970588
GQQ,ENA,118.000000,2,59.000000
GQQ,HOM,819.000000,7,117.000000
GQQ,KSM,3968.000000,9,440.888889
GQQ,OTZ,386.000000,1,386.000000
GQQ,RDB,608.000000,1,608.000000
GQQ,SCC,626.000000,1,626.000000
GQQ,TOG,388.000000,1,388.000000
GQQ,UNK,786.000000,2,393.000000
GQQ,VDZ,1134.000000,9,126.000000
GU,GUA,19746.000000,9,2194.000000
GU,LAX,19746.000000,9,2194.000000
GV,7AK,3410.000000,32,106.562500
GV,ADK,1968.000000,9,218.666667
GV,AKB,6912.000000,24,288.000000
GV,AKI,313.000000,16,19.562500
GV,AKN,31936.000000,297,107.528620
GV,ANC,20247.000000,77,262.948052
GV,ANI,1105.000000,12,92.083333
GV,ANV,297.000000,3,99.000000
GV,ATT,2073.000000,114,18.184211
GV,AUK,6841.000000,108,63.342593
GV,BET,120371.000000,1371,87.797958
GV,BVU,210.000000,6,35.000000
GV,CDB,8890.000000,76,116.973684
GV,CHU,249.000000,3,83.000000
GV,CKD,576.000000,4,144.000000
GV,CLP,1879.000000,68,27.632353
GV,CYF,6894.000000,114,60.473684
GV,CZF,3276.000000,21,156.000000
GV,DLG,20298.000000,350,57.994286
GV,DUT,24629.000000,126,195.468254
GV,EEK,5051.000000,140,36.078571
GV,EGX,4238.000000,76,55.763158
GV,EHM,3847.000000,27,142.481481
GV,EMK,11495.000000,168,68.422619
GV,ENA,6998.000000,42,166.619048
GV,GAL,945.000000,3,315.000000
GV,GNU,2211.000000,22,100.500000
GV,HCR,595.000000,5,119.000000
GV,HOM,378.000000,4,94.500000
GV,HPB,6443.000000,69,93.376812
GV,IGG,2297.000000,43,53.418605
GV,IKO,2900.000000,25,116.000000
GV,KCG,3763.000000,59,63.779661
GV,KCL,3322.000000,58,57.275862
GV,KCQ,3775.000000,60,62.916667
GV,KEK,2545.000000,88,28.920455
GV,KFP,1077.000000,21,51.285714
GV,KGK,4204.000000,91,46.197802
GV,KGX,1229.000000,9,136.555556
GV,KKH,6692.000000,154,43.454545
GV,KKI,1614.000000,86,18.767442
GV,KLG,859.000000,11,78.090909
GV,KLL,3426.000000,81,42.296296
GV,KMO,4228.000000,100,42.280000
GV,KNW,3719.000000,105,35.419048
GV,KOT,8317.000000,109,76.302752
GV,KPN,8135.000000,129,63.062016
GV,KPV,5913.000000,65,90.969231
GV,KSM,7232.000000,121,59.768595
GV,KTN,2148.000000,3,716.000000
GV,KUK,2579.000000,124,20.798387
GV,KVC,980.000000,22,44.545455
GV,KWK,6386.000000,136,46.955882
GV,KWN,7456.000000,129,57.798450
GV,KWT,1883.000000,98,19.214286
GV,MCG,232.000000,1,232.000000
GV,MLL,6938.000000,119,58.302521
GV,MOU,6905.000000,113,61.106195
GV,MYU,3753.000000,32,117.281250
GV,NLG,1332.000000,24,55.500000
GV,NME,5972.000000,115,51.930435
GV,NNK,266.000000,4,66.500000
GV,NNL,144.000000,1,144.000000
GV,NUP,2717.000000,123,22.089431
GV,OOK,7104.000000,127,55.937008
GV,OTZ,548.000000,1,548.000000
GV,PAQ,143.000000,2,71.500000
GV,PCA,90.000000,3,30.000000
GV,PIP,4108.000000,72,57.055556
GV,PKA,280.000000,19,14.736842
GV,PML,1225.000000,13,94.230769
GV,PQS,7167.000000,132,54.295455
GV,PTA,268.000000,2,134.000000
GV,PTH,9950.000000,109,91.284404
GV,PTU,655.000000,6,109.166667
GV,RSH,781.000000,10,78.100000
GV,SCM,4851.000000,62,78.241935
GV,SDP,87.000000,1,87.000000
GV,SHX,152.000000,1,152.000000
GV,SIT,1776.000000,3,592.000000
GV,SKW,68.000000,1,68.000000
GV,SLQ,336.000000,2,168.000000
GV,SMK,734.000000,8,91.750000
GV,SNP,4711.000000,24,196.291667
GV,SRV,828.000000,6,138.000000
GV,STG,3669.000000,26,141.115385
GV,SWD,75.000000,1,75.000000
GV,SXP,5135.000000,83,61.867470
GV,TLT,544.000000,15,36.266667
GV,TNK,6676.000000,105,63.580952
GV,TOG,5594.000000,91,61.472527
GV,TWA,2500.000000,56,44.642857
GV,UGS,2617.000000,53,49.377358
GV,UNK,546.000000,4,136.500000
GV,VAK,5670.000000,67,84.626866
GV,WBB,367.000000,4,91.750000
GV,WLK,74.000000,1,74.000000
GV,WNA,456.000000,28,16.285714
GV,WSN,3008.000000,75,40.106667
GV,WTL,7006.000000,186,37.666667
GV,WWA,31.000000,1,31.000000
GV,WWT,6620.000000,149,44.429530
GWQ,ASD,350.000000,2,175.000000
GWQ,BCT,189.000000,1,189.000000
GWQ,ELH,226.000000,1,226.000000
GWQ,FLL,350.000000,2,175.000000
GWQ,FXE,561.000000,3,187.000000
GWQ,MHH,214.000000,1,214.000000
GWQ,NAS,1136.000000,6,189.333333
H8,LIM,31296.000000,12,2608.000000
H8,MIA,35414.000000,13,2724.153846
H8,YYR,2159.000000,1,2159.000000
HA,AKL,26334.000000,6,4389.000000
HA,AUS,45168.000000,12,3764.000000
HA,BOS,61140.000000,12,5095.000000
HA,CVG,35498.000000,21,1690.380952
HA,DEN,3365.000000,1,3365.000000
HA,FAT,2523.000000,1,2523.000000
HA,FUK,52764.000000,12,4397.000000
HA,GEG,2881.000000,1,2881.000000
HA,HND,58275.000000,15,3885.000000
HA,HNL,1178552.000000,453,2601.660044
HA,IAH,1628.000000,1,1628.000000
HA,ICN,54924.000000,12,4577.000000
HA,ITO,5556.000000,31,179.225806
HA,JFK,89728.000000,27,3323.259259
HA,KIX,49404.000000,12,4117.000000
HA,KOA,81252.000000,76,1069.105263
HA,LAS,72403.000000,31,2335.580645
HA,LAX,175784.000000,71,2475.830986
HA,LGB,55808.000000,22,2536.727273
HA,LIH,88595.000000,75,1181.266667
HA,NRT,45828.000000,12,3819.000000
HA,OAK,117513.000000,50,2350.260000
HA,OGG,327673.000000,196,1671.801020
HA,ONT,33831.000000,16,2114.437500
HA,PDX,76220.000000,32,2381.875000
HA,PHX,44125.000000,16,2757.812500
HA,PPG,31188.000000,12,2599.000000
HA,PPT,36855.000000,13,2835.000000
HA,RAR,35100.000000,12,2925.000000
HA,SAN,67737.000000,29,2335.758621
HA,SBD,61105.000000,29,2107.068966
HA,SEA,85714.000000,33,2597.393939
HA,SFO,78234.000000,33,2370.727273
HA,SJC,57294.000000,25,2291.760000
HA,SLC,36516.000000,13,2808.923077
HA,SMF,126025.000000,52,2423.557692
HA,SYD,60792.000000,12,5066.000000
HAQ,ABE,140.000000,1,140.000000
HAQ,ALB,2460.000000,2,1230.000000
HAQ,APA,845.000000,1,845.000000
HAQ,APF,8318.000000,7,1188.285714
HAQ,AUS,2083.000000,1,2083.000000
HAQ,AXA,1661.000000,1,1661.000000
HAQ,BCT,4841.000000,5,968.200000
HAQ,BDA,1570.000000,2,785.000000
HAQ,BFI,2059.000000,1,2059.000000
HAQ,BHM,55.000000,1,55.000000
HAQ,BNA,1525.000000,3,508.333333
HAQ,BRO,1546.000000,1,1546.000000
HAQ,BWI,347.000000,1,347.000000
HAQ,BZN,1544.000000,1,1544.000000
HAQ,CAE,459.000000,1,459.000000
HAQ,CLM,473.000000,1,473.000000
HAQ,CMH,1011.000000,1,1011.000000
HAQ,COS,1343.000000,1,1343.000000
HAQ,DAL,1194.000000,1,1194.000000
HAQ,DAY,1095.000000,3,365.000000
HAQ,DET,165.000000,1,165.000000
HAQ,ERI,2122.000000,1,2122.000000
HAQ,FLL,2610.000000,3,870.000000
HAQ,GRB,419.000000,1,419.000000
HAQ,GTF,685.000000,1,685.000000
HAQ,HOU,1747.000000,3,582.333333
HAQ,HPN,781.000000,1,781.000000
HAQ,HVN,370.000000,1,370.000000
HAQ,IAD,690.000000,2,345.000000
HAQ,IND,440.000000,1,440.000000
HAQ,LAS,5778.000000,3,1926.000000
HAQ,LAX,2096.000000,1,2096.000000
HAQ,MCO,1179.000000,2,589.500000
HAQ,MDW,2189.000000,2,1094.500000
HAQ,MEM,1554.000000,2,777.000000
HAQ,MIA,5244.000000,4,1311.000000
HAQ,MLB,1040.000000,1,1040.000000
HAQ,NAS,529.000000,2,264.500000
HAQ,ORL,1352.000000,2,676.000000
HAQ,OTH,2208.000000,1,2208.000000
HAQ,PBI,4583.000000,4,1145.750000
HAQ,PHL,333.000000,1,333.000000
HAQ,PHX,3730.000000,2,1865.000000
HAQ,PIE,3174.000000,3,1058.000000
HAQ,PNS,963.000000,1,963.000000
HAQ,PSP,6198.000000,3,2066.000000
HAQ,PVR,1782.000000,1,1782.000000
HAQ,RSW,1188.000000,1,1188.000000
HAQ,SAV,381.000000,1,381.000000
HAQ,SCF,7658.000000,5,1531.600000
HAQ,SDF,460.000000,1,460.000000
HAQ,SEA,2060.000000,1,2060.000000
HAQ,SJD,2184.000000,1,2184.000000
HAQ,SNA,36.000000,1,36.000000
HAQ,SRQ,6834.000000,8,854.250000
HAQ,SUS,670.000000,1,670.000000
HAQ,SXM,1701.000000,1,1701.000000
HAQ,TCL,803.000000,1,803.000000
HAQ,TEB,2843.000000,7,406.142857
HAQ,TTN,87.000000,1,87.000000
HAQ,VNY,2286.000000,1,2286.000000
HAQ,YAM,1428.000000,1,1428.000000
HAQ,YHM,60813.000000,56,1085.946429
HAQ,YPQ,885.000000,1,885.000000
HAQ,YQA,1898.000000,1,1898.000000
HAQ,YQM,2083.000000,1,2083.000000
HAQ,YTZ,289.000000,1,289.000000
HAQ,YXU,1128.000000,2,564.000000
HAQ,YYZ,19781.000000,18,1098.944444
HC,DSS,34470.000000,9,3830.000000
HC,JFK,34470.000000,9,3830.000000
HQC,PMI,3924.000000,1,3924.000000
HQC,VNY,5807.000000,1,5807.000000
HUQ,ACK,3263.000000,1,3263.000000
HUQ,AMS,3645.000000,1,3645.000000
HUQ,AZA,6023.000000,1,6023.000000
HUQ,BDL,3113.000000,1,3113.000000
HUQ,BER,4261.000000,1,4261.000000
HUQ,BGI,3577.000000,1,3577.000000
HUQ,BOS,3260.000000,1,3260.000000
HUQ,CAI,5596.000000,1,5596.000000
HUQ,CH1,3884.000000,1,3884.000000
HUQ,CH2,3916.000000,1,3916.000000
HUQ,CIA,4298.000000,1,4298.000000
HUQ,CLE,3934.000000,1,3934.000000
HUQ,DAL,2328.000000,1,2328.000000
HUQ,DUB,3182.000000,1,3182.000000
HUQ,EWB,55.000000,1,55.000000
HUQ,EWR,10615.000000,4,2653.750000
HUQ,FAB,3445.000000,1,3445.000000
HUQ,FDH,3968.000000,1,3968.000000
HUQ,FLL,21.000000,1,21.000000
HUQ,FXE,5063.000000,1,5063.000000
HUQ,HPN,4005.000000,1,4005.000000
HUQ,IAD,3668.000000,1,3668.000000
HUQ,ISO,427.000000,1,427.000000
HUQ,LBG,15435.000000,4,3858.750000
HUQ,LCA,5504.000000,1,5504.000000
HUQ,LTN,18214.000000,5,3642.800000
HUQ,MAD,3606.000000,1,3606.000000
HUQ,MCO,1757.000000,1,1757.000000
HUQ,MIA,4836.000000,1,4836.000000
HUQ,MXP,5312.000000,1,5312.000000
HUQ,NAS,190.000000,1,190.000000
HUQ,NCE,16906.000000,4,4226.500000
HUQ,OPF,13168.000000,5,2633.600000
HUQ,PBI,1133.000000,1,1133.000000
HUQ,PHX,2154.000000,1,2154.000000
HUQ,PIE,1100.000000,1,1100.000000
HUQ,PVR,3931.000000,2,1965.500000
HUQ,RDU,428.000000,1,428.000000
HUQ,RIC,4199.000000,2,2099.500000
HUQ,ROB,4572.000000,1,4572.000000
HUQ,SNN,8194.000000,2,4097.000000
HUQ,STL,16.000000,1,16.000000
HUQ,SUS,5095.000000,1,5095.000000
HUQ,SXM,1358.000000,1,1358.000000
HUQ,TEB,65124.000000,27,2412.000000
HUQ,TLN,3967.000000,1,3967.000000
HUQ,TMB,1613.000000,1,1613.000000
HUQ,TOS,4748.000000,1,4748.000000
HUQ,TUF,3877.000000,1,3877.000000
HUQ,VIE,9875.000000,2,4937.500000
HUQ,VNY,2456.000000,1,2456.000000
HUQ,YUL,4857.000000,4,1214.250000
HUQ,YYZ,346.000000,1,346.000000
HUQ,ZRH,4878.000000,1,4878.000000
HX,HKG,19251.000000,9,2139.000000
HX,SPN,19251.000000,9,2139.000000
HY,JFK,76068.000000,12,6339.000000
HY,TAS,76068.000000,12,6339.000000
HYP,AGP,4081.000000,1,4081.000000
HYP,BGR,1231.000000,1,1231.000000
HYP,DTW,98.000000,1,98.000000
HYP,EWR,3460.000000,1,3460.000000
HYP,LTN,3460.000000,1,3460.000000
HYP,MAD,3249.000000,1,3249.000000
HYP,SJC,2552.000000,1,2552.000000
HYP,TEB,3967.000000,1,3967.000000
HYP,TMB,4437.000000,1,4437.000000
HYP,YVR,819.000000,1,819.000000
I4,HNH,2633.000000,18,146.277778
I4,JNU,4777.000000,34,140.500000
I4,KAE,2979.000000,30,99.300000
I4,KLW,5840.000000,63,92.698413
I4,KTN,6536.000000,60,108.933333
I4,SGY,260.000000,2,130.000000
I4,SIT,3533.000000,27,130.851852
I4,YAK,824.000000,2,412.000000
IB,BCN,456401.000000,96,4754.177083
IB,BOS,203540.000000,58,3509.310345
IB,CLT,4109.000000,1,4109.000000
IB,DFW,99300.000000,20,4965.000000
IB,IAD,53424.000000,14,3816.000000
IB,IND,177.000000,1,177.000000
IB,JFK,202240.000000,56,3611.428571
IB,LAX,227814.000000,39,5841.384615
IB,MAD,888224.000000,210,4229.638095
IB,MIA,229992.000000,51,4509.647059
IB,NAS,184.000000,1,184.000000
IB,ORD,105268.000000,25,4210.720000
IB,SDQ,241.000000,1,241.000000
IB,SFO,141714.000000,24,5904.750000
IB,SJU,75411.000000,19,3969.000000
IFQ,ACY,3839.000000,1,3839.000000
IFQ,AGP,7765.000000,2,3882.500000
IFQ,ALC,5220.000000,1,5220.000000
IFQ,AMS,5578.000000,1,5578.000000
IFQ,ANC,15809.000000,5,3161.800000
IFQ,ASE,735.000000,1,735.000000
IFQ,AUS,10251.000000,2,5125.500000
IFQ,AVL,4841.000000,1,4841.000000
IFQ,BCN,9557.000000,2,4778.500000
IFQ,BCT,13617.000000,3,4539.000000
IFQ,BDL,970.000000,1,970.000000
IFQ,BED,3075.000000,1,3075.000000
IFQ,BEG,5467.000000,1,5467.000000
IFQ,BER,10770.000000,2,5385.000000
IFQ,BGR,20820.000000,9,2313.333333
IFQ,BIO,4362.000000,1,4362.000000
IFQ,BLM,7605.000000,2,3802.500000
IFQ,BLQ,5451.000000,1,5451.000000
IFQ,BNA,4587.000000,1,4587.000000
IFQ,BOS,20908.000000,9,2323.111111
IFQ,BUD,4373.000000,1,4373.000000
IFQ,CAT,1100.000000,1,1100.000000
IFQ,CGN,5708.000000,1,5708.000000
IFQ,CHS,640.000000,1,640.000000
IFQ,CIA,8533.000000,2,4266.500000
IFQ,CLE,6551.000000,2,3275.500000
IFQ,CLT,3120.000000,1,3120.000000
IFQ,CTS,6022.000000,2,3011.000000
IFQ,CUN,2119.000000,1,2119.000000
IFQ,CVG,906.000000,1,906.000000
IFQ,DUB,6709.000000,2,3354.500000
IFQ,EDI,3964.000000,1,3964.000000
IFQ,EWR,10917.000000,4,2729.250000
IFQ,FAB,8416.000000,2,4208.000000
IFQ,FAR,4657.000000,1,4657.000000
IFQ,FCA,5220.000000,1,5220.000000
IFQ,FLL,21878.000000,5,4375.600000
IFQ,FOK,10192.000000,3,3397.333333
IFQ,FRG,4763.000000,1,4763.000000
IFQ,FTW,4758.000000,1,4758.000000
IFQ,FXE,4560.000000,1,4560.000000
IFQ,GDN,3916.000000,1,3916.000000
IFQ,GLA,5123.000000,1,5123.000000
IFQ,GNV,4803.000000,1,4803.000000
IFQ,GRO,4714.000000,1,4714.000000
IFQ,GVA,10373.000000,2,5186.500000
IFQ,HAM,4815.000000,1,4815.000000
IFQ,HKG,6500.000000,1,6500.000000
IFQ,HOU,13998.000000,6,2333.000000
IFQ,HPN,20887.000000,5,4177.400000
IFQ,IAD,20005.000000,6,3334.166667
IFQ,IAH,4827.000000,1,4827.000000
IFQ,IBZ,3814.000000,1,3814.000000
IFQ,IST,5001.000000,1,5001.000000
IFQ,JAX,3421.000000,1,3421.000000
IFQ,KEF,41646.000000,14,2974.714286
IFQ,LAS,17467.000000,3,5822.333333
IFQ,LAX,80847.000000,16,5052.937500
IFQ,LBG,36416.000000,8,4552.000000
IFQ,LIN,15974.000000,3,5324.666667
IFQ,LIT,5042.000000,1,5042.000000
IFQ,LTN,45523.000000,11,4138.454545
IFQ,LYS,23094.000000,6,3849.000000
IFQ,MAD,3410.000000,1,3410.000000
IFQ,MCO,10189.000000,4,2547.250000
IFQ,MEM,15795.000000,4,3948.750000
IFQ,MIA,5073.000000,1,5073.000000
IFQ,MOT,1326.000000,1,1326.000000
IFQ,MRS,4822.000000,1,4822.000000
IFQ,MUC,4040.000000,1,4040.000000
IFQ,NCE,37439.000000,8,4679.875000
IFQ,NRT,3433.000000,1,3433.000000
IFQ,NUE,26995.000000,5,5399.000000
IFQ,OPF,33712.000000,9,3745.777778
IFQ,ORD,13186.000000,5,2637.200000
IFQ,ORK,3115.000000,1,3115.000000
IFQ,ORL,193.000000,1,193.000000
IFQ,PBI,27698.000000,6,4616.333333
IFQ,PDK,8564.000000,2,4282.000000
IFQ,PEG,4224.000000,1,4224.000000
IFQ,PHL,15094.000000,4,3773.500000
IFQ,PIE,5068.000000,1,5068.000000
IFQ,PIT,1282.000000,1,1282.000000
IFQ,PMI,4874.000000,1,4874.000000
IFQ,PMO,9718.000000,2,4859.000000
IFQ,PSA,5068.000000,1,5068.000000
IFQ,PUF,5822.000000,1,5822.000000
IFQ,QSR,5326.000000,1,5326.000000
IFQ,RST,13138.000000,5,2627.600000
IFQ,RSW,4668.000000,1,4668.000000
IFQ,SBA,5592.000000,1,5592.000000
IFQ,SCQ,3310.000000,1,3310.000000
IFQ,SEA,2690.000000,1,2690.000000
IFQ,SFO,13987.000000,3,4662.333333
IFQ,SNN,25910.000000,7,3701.428571
IFQ,SRQ,4399.000000,1,4399.000000
IFQ,STN,6570.000000,2,3285.000000
IFQ,SVQ,5088.000000,1,5088.000000
IFQ,SXM,1411.000000,1,1411.000000
IFQ,TEB,47243.000000,13,3634.076923
IFQ,THU,2366.000000,1,2366.000000
IFQ,TOL,4255.000000,1,4255.000000
IFQ,TPA,14582.000000,3,4860.666667
IFQ,VNY,8010.000000,2,4005.000000
IFQ,YFB,8823.000000,3,2941.000000
IFQ,YHZ,1400.000000,1,1400.000000
IFQ,YQB,1878.000000,1,1878.000000
IFQ,YYR,30217.000000,16,1888.562500
IFQ,YYT,3398.000000,2,1699.000000
IFQ,ZAD,3961.000000,1,3961.000000
IFQ,ZRH,47476.000000,10,4747.600000
IGA,BED,3660.000000,1,3660.000000
IGA,PT1,3195.000000,1,3195.000000
IWQ,ASD,181.000000,1,181.000000
IWQ,BCT,378.000000,2,189.000000
IWQ,BIM,66.000000,1,66.000000
IWQ,CAT,640.000000,2,320.000000
IWQ,CRG,882.000000,2,441.000000
IWQ,FLL,4707.000000,16,294.187500
IWQ,FPO,278.000000,3,92.666667
IWQ,FPR,417.000000,1,417.000000
IWQ,FXE,5626.000000,24,234.416667
IWQ,GGT,644.000000,2,322.000000
IWQ,MHH,386.000000,2,193.000000
IWQ,MIA,1620.000000,4,405.000000
IWQ,NAS,5774.000000,28,206.214286
IWQ,ORL,1020.000000,3,340.000000
IWQ,PBI,2093.000000,8,261.625000
IWQ,PPM,185.000000,1,185.000000
IWQ,RSD,530.000000,2,265.000000
IWQ,SML,8285.000000,23,360.217391
IWQ,TPA,1119.000000,3,373.000000
J5,AGN,3273.000000,66,49.590909
J5,BFI,904.000000,1,904.000000
J5,BNF,352.000000,4,88.000000
J5,CBA,269.000000,7,38.428571
J5,ELV,2510.000000,44,57.045455
J5,EXI,384.000000,12,32.000000
J5,FAK,126.000000,2,63.000000
J5,FNR,204.000000,11,18.545455
J5,GST,2225.000000,55,40.454545
J5,HNH,4993.000000,118,42.313559
J5,HNS,5105.000000,94,54.308511
J5,JNU,38644.000000,574,67.324042
J5,KAE,5474.000000,64,85.531250
J5,KLW,8929.000000,51,175.078431
J5,KTN,640.000000,5,128.000000
J5,PBK,468.000000,12,39.000000
J5,PEC,2589.000000,45,57.533333
J5,PSG,1507.000000,13,115.923077
J5,PTD,396.000000,3,132.000000
J5,RDB,1140.000000,1,1140.000000
J5,SGY,4804.000000,79,60.810127
J5,SIT,7001.000000,74,94.608108
J5,TKE,2696.000000,64,42.125000
J5,WRG,306.000000,2,153.000000
J5,YAK,1284.000000,7,183.428571
JCO,AGP,4431.000000,1,4431.000000
JCO,APA,612.000000,1,612.000000
JCO,APF,375.000000,2,187.500000
JCO,AUS,4907.000000,1,4907.000000
JCO,BCN,4679.000000,1,4679.000000
JCO,BED,3263.000000,1,3263.000000
JCO,BGR,2244.000000,2,1122.000000
JCO,BOS,13002.000000,4,3250.500000
JCO,BQH,4224.000000,1,4224.000000
JCO,CHS,4055.000000,1,4055.000000
JCO,CIA,4703.000000,1,4703.000000
JCO,CLE,1240.000000,1,1240.000000
JCO,DAL,4737.000000,1,4737.000000
JCO,DFW,4744.000000,1,4744.000000
JCO,EDI,9465.000000,2,4732.500000
JCO,EIS,1128.000000,1,1128.000000
JCO,FAB,48273.000000,12,4022.750000
JCO,FLL,4586.000000,2,2293.000000
JCO,GTF,948.000000,1,948.000000
JCO,HOU,1139.000000,1,1139.000000
JCO,HPN,11021.000000,4,2755.250000
JCO,IAD,3853.000000,4,963.250000
JCO,LAS,5463.000000,2,2731.500000
JCO,LAX,8631.000000,2,4315.500000
JCO,LIN,4005.000000,1,4005.000000
JCO,LTN,101472.000000,26,3902.769231
JCO,MCO,5276.000000,2,2638.000000
JCO,MIA,29.000000,2,14.500000
JCO,MXP,3999.000000,1,3999.000000
JCO,NAS,280.000000,1,280.000000
JCO,NCE,3996.000000,1,3996.000000
JCO,NHT,3078.000000,1,3078.000000
JCO,OAK,10698.000000,2,5349.000000
JCO,OPF,26150.000000,7,3735.714286
JCO,ORD,3947.000000,1,3947.000000
JCO,PBI,859.000000,1,859.000000
JCO,RDU,1614.000000,1,1614.000000
JCO,RST,4030.000000,1,4030.000000
JCO,SAN,5483.000000,1,5483.000000
JCO,SAT,4973.000000,1,4973.000000
JCO,SJC,29.000000,1,29.000000
JCO,STL,4192.000000,1,4192.000000
JCO,SXM,1701.000000,1,1701.000000
JCO,TEB,63694.000000,21,3033.047619
JCO,TPA,4400.000000,1,4400.000000
JCO,TTN,56.000000,1,56.000000
JCO,VNY,8035.000000,2,4017.500000
JCO,WJF,5403.000000,1,5403.000000
JEQ,BFI,4563.000000,1,4563.000000
JEQ,EWR,3737.000000,2,1868.500000
JEQ,IAD,5218.000000,1,5218.000000
JEQ,JFK,382.000000,1,382.000000
JEQ,KEF,2593.000000,1,2593.000000
JEQ,LTN,3260.000000,1,3260.000000
JEQ,OSL,4563.000000,1,4563.000000
JEQ,STN,3485.000000,1,3485.000000
JEQ,SWF,56.000000,1,56.000000
JJ,BFM,4033.000000,1,4033.000000
JJ,BOS,81430.000000,17,4790.000000
JJ,BSB,3599.000000,1,3599.000000
JJ,FOR,69160.000000,20,3458.000000
JJ,GRU,582058.000000,126,4619.507937
JJ,JFK,100734.000000,22,4578.818182
JJ,LAX,86184.000000,14,6156.000000
JJ,MCO,123395.000000,29,4255.000000
JJ,MIA,234676.000000,61,3847.147541
JL,BOS,87113.000000,13,6701.000000
JL,DFW,77544.000000,12,6462.000000
JL,FUK,4397.000000,1,4397.000000
JL,GUM,18708.000000,12,1559.000000
JL,HND,500708.000000,90,5563.422222
JL,HNL,227447.000000,58,3921.500000
