CARRIER|ORIGIN,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
AOQ|TUL,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
AOQ|TUN,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
AOQ|VIE,7.000000,2,3.500000,33.000000,2,16.500000,2.000000,2,1.000000
AOQ|VNY,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
AOQ|VRN,7.000000,1,7.000000,16.000000,1,16.000000,1.000000,1,1.000000
AOQ|WAW,4.000000,2,2.000000,32.000000,2,16.000000,2.000000,2,1.000000
AOQ|ZRH,15.000000,4,3.750000,59.000000,4,14.750000,4.000000,4,1.000000
AQB|ARN,1.000000,1,1.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQB|FLL,4.000000,1,4.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQB|LAX,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQB|PVD,1.000000,1,1.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQB|SFO,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQB|SXM,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQB|TEB,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQB|YFB,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
AQX|BCT,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|BER,10.000000,1,10.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|GOA,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|IBZ,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|IST,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|LAS,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|LIN,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|MCI,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|NAP,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|SJC,3.000000,3,1.000000,42.000000,3,14.000000,3.000000,3,1.000000
AQX|SOF,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|TEB,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
AQX|ZAZ,3.000000,3,1.000000,42.000000,3,14.000000,3.000000,3,1.000000
AS|ADK,9.000000,1,9.000000,159.000000,1,159.000000,1.000000,1,1.000000
AS|ANC,8.000000,1,8.000000,159.000000,1,159.000000,1.000000,1,1.000000
AS|AUS,4.000000,1,4.000000,159.000000,1,159.000000,1.000000,1,1.000000
AS|CDV,25.000000,3,8.333333,515.000000,3,171.666667,3.000000,3,1.000000
AS|KTN,10.000000,1,10.000000,178.000000,1,178.000000,1.000000,1,1.000000
AS|SEA,10.000000,1,10.000000,159.000000,1,159.000000,1.000000,1,1.000000
AS|SJC,3.000000,1,3.000000,178.000000,1,178.000000,1.000000,1,1.000000
AS|YAK,29.000000,4,7.250000,585.000000,4,146.250000,4.000000,4,1.000000
ATQ|ACK,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|AGP,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|BOS,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|DSS,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|FAB,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|FLL,8.000000,1,8.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|FOK,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|GOA,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|KLU,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|MAH,10.000000,1,10.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|NAP,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|PBI,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|PLS,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|PVD,9.000000,2,4.500000,26.000000,2,13.000000,2.000000,2,1.000000
ATQ|TEB,6.000000,3,2.000000,39.000000,3,13.000000,3.000000,3,1.000000
ATQ|TFS,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|TTN,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
ATQ|VIE,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
B0|EWR,5.000000,1,5.000000,76.000000,1,76.000000,1.000000,1,1.000000
B6|ATL,9.000000,1,9.000000,159.000000,1,159.000000,1.000000,1,1.000000
B6|BOS,10.000000,1,10.000000,162.000000,1,162.000000,1.000000,1,1.000000
B6|FLL,6.000000,1,6.000000,162.000000,1,162.000000,1.000000,1,1.000000
B6|JFK,17.000000,3,5.666667,490.000000,3,163.333333,3.000000,3,1.000000
B6|MSY,2.000000,1,2.000000,140.000000,1,140.000000,1.000000,1,1.000000
B6|RIC,7.000000,1,7.000000,140.000000,1,140.000000,1.000000,1,1.000000
B6|ROC,1.000000,1,1.000000,162.000000,1,162.000000,1.000000,1,1.000000
B6|SAN,5.000000,1,5.000000,162.000000,1,162.000000,1.000000,1,1.000000
B6|SAT,7.000000,1,7.000000,140.000000,1,140.000000,1.000000,1,1.000000
BAS|2AK,6.000000,2,3.000000,9.000000,2,4.500000,3.000000,2,1.500000
BAS|LPW,4.000000,2,2.000000,9.000000,2,4.500000,3.000000,2,1.500000
BAS|PTD,57.000000,13,4.384615,162.000000,13,12.461538,54.000000,13,4.153846
BAS|PTL,31.000000,12,2.583333,57.000000,12,4.750000,19.000000,12,1.583333
BAS|SIT,75.000000,15,5.000000,174.000000,15,11.600000,58.000000,15,3.866667
BQJ|BNE,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|BTV,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|FUN,10.000000,1,10.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|GUM,10.000000,1,10.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|HNL,17.000000,4,4.250000,70.000000,4,17.500000,5.000000,4,1.250000
BQJ|MCY,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|RST,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|TEB,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|YVR,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
BQJ|ZQN,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
C5|DEN,10.000000,1,10.000000,50.000000,1,50.000000,1.000000,1,1.000000
C5|IAD,10.000000,1,10.000000,50.000000,1,50.000000,1.000000,1,1.000000
C5|IAH,1.000000,1,1.000000,150.000000,1,150.000000,3.000000,1,3.000000
CAZ|ACK,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
CAZ|GYY,3.000000,1,3.000000,12.000000,1,12.000000,1.000000,1,1.000000
CAZ|HOU,4.000000,1,4.000000,12.000000,1,12.000000,1.000000,1,1.000000
CAZ|LBG,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
CAZ|MSN,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
CAZ|OPF,7.000000,1,7.000000,13.000000,1,13.000000,1.000000,1,1.000000
CAZ|PBI,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
CAZ|SJD,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
CAZ|TEB,10.000000,3,3.333333,39.000000,3,13.000000,3.000000,3,1.000000
CAZ|ZRH,23.000000,7,3.285714,85.000000,7,12.142857,7.000000,7,1.000000
CRV|AFW,14.000000,2,7.000000,38.000000,2,19.000000,2.000000,2,1.000000
CRV|DAL,5.000000,1,5.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|EWR,1.000000,1,1.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|HNL,10.000000,1,10.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|LAX,4.000000,1,4.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|LEX,5.000000,1,5.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|LTN,10.000000,1,10.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|PBI,14.000000,2,7.000000,38.000000,2,19.000000,2.000000,2,1.000000
CRV|RDU,7.000000,1,7.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|SNN,33.000000,5,6.600000,95.000000,5,19.000000,5.000000,5,1.000000
CRV|SYD,8.000000,1,8.000000,19.000000,1,19.000000,1.000000,1,1.000000
CRV|UVF,4.000000,1,4.000000,19.000000,1,19.000000,1.000000,1,1.000000
DL|ATL,12.000000,2,6.000000,414.000000,2,207.000000,2.000000,2,1.000000
DL|ATW,9.000000,1,9.000000,236.000000,1,236.000000,1.000000,1,1.000000
DL|BDA,9.000000,1,9.000000,199.000000,1,199.000000,1.000000,1,1.000000
DL|BDL,21.000000,5,4.200000,763.000000,5,152.600000,5.000000,5,1.000000
DL|BOS,21.000000,3,7.000000,523.000000,3,174.333333,3.000000,3,1.000000
DL|BZN,16.000000,2,8.000000,314.000000,2,157.000000,2.000000,2,1.000000
DL|CDG,5.000000,1,5.000000,223.000000,1,223.000000,1.000000,1,1.000000
DL|DTW,7.000000,1,7.000000,110.000000,1,110.000000,1.000000,1,1.000000
DL|EWR,7.000000,1,7.000000,109.000000,1,109.000000,1.000000,1,1.000000
DL|EZE,9.000000,2,4.500000,563.000000,2,281.500000,2.000000,2,1.000000
DL|FLL,1.000000,1,1.000000,234.000000,1,234.000000,1.000000,1,1.000000
DL|FRA,9.000000,2,4.500000,490.000000,2,245.000000,2.000000,2,1.000000
DL|FSD,2.000000,1,2.000000,189.000000,1,189.000000,1.000000,1,1.000000
DL|GEG,8.000000,1,8.000000,109.000000,1,109.000000,1.000000,1,1.000000
DL|GRB,3.000000,1,3.000000,132.000000,1,132.000000,1.000000,1,1.000000
DL|JFK,14.000000,2,7.000000,388.000000,2,194.000000,2.000000,2,1.000000
DL|LAX,8.000000,1,8.000000,281.000000,1,281.000000,1.000000,1,1.000000
DL|MEX,8.000000,1,8.000000,132.000000,1,132.000000,1.000000,1,1.000000
DL|MSP,18.000000,3,6.000000,469.000000,3,156.333333,3.000000,3,1.000000
DL|MSY,2.000000,1,2.000000,160.000000,1,160.000000,1.000000,1,1.000000
DL|ONT,17.000000,2,8.500000,260.000000,2,130.000000,2.000000,2,1.000000
DL|PHL,5.000000,2,2.500000,270.000000,2,135.000000,2.000000,2,1.000000
DL|RIC,4.000000,1,4.000000,132.000000,1,132.000000,1.000000,1,1.000000
DL|SAT,4.000000,1,4.000000,110.000000,1,110.000000,1.000000,1,1.000000
DL|SEA,6.000000,1,6.000000,130.000000,1,130.000000,1.000000,1,1.000000
DL|SFO,1.000000,1,1.000000,180.000000,1,180.000000,1.000000,1,1.000000
DL|SJU,8.000000,1,8.000000,160.000000,1,160.000000,1.000000,1,1.000000
DL|SLC,17.000000,2,8.500000,241.000000,2,120.500000,2.000000,2,1.000000
DL|TPA,8.000000,2,4.000000,308.000000,2,154.000000,2.000000,2,1.000000
DL|YYZ,3.000000,1,3.000000,157.000000,1,157.000000,1.000000,1,1.000000
EAU|ATL,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
EAU|BGR,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
EAU|BLQ,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
EAU|BOS,8.000000,2,4.000000,30.000000,2,15.000000,2.000000,2,1.000000
EAU|CAK,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
EAU|HPN,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
EAU|LIN,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
EAU|MAD,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
EAU|STL,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
EAU|TEB,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
EAU|XRY,6.000000,1,6.000000,13.000000,1,13.000000,1.000000,1,1.000000
EDQ|BCT,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
EDQ|BED,4.000000,2,2.000000,18.000000,2,9.000000,2.000000,2,1.000000
EDQ|BGR,19.000000,5,3.800000,57.000000,5,11.400000,5.000000,5,1.000000
EDQ|DAB,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
EDQ|FOK,3.000000,1,3.000000,13.000000,1,13.000000,1.000000,1,1.000000
EDQ|HPN,4.000000,1,4.000000,13.000000,1,13.000000,1.000000,1,1.000000
EDQ|LTN,19.000000,3,6.333333,42.000000,3,14.000000,3.000000,3,1.000000
EDQ|OPF,4.000000,1,4.000000,32.000000,1,32.000000,2.000000,1,2.000000
EDQ|PIE,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
EDQ|RKV,6.000000,1,6.000000,9.000000,1,9.000000,1.000000,1,1.000000
EDQ|STN,9.000000,2,4.500000,26.000000,2,13.000000,2.000000,2,1.000000
EDQ|YQX,2.000000,1,2.000000,9.000000,1,9.000000,1.000000,1,1.000000
ELL|GKN,27.000000,10,2.700000,270.000000,10,27.000000,88.000000,10,8.800000
ELL|MXY,13.000000,7,1.857143,189.000000,7,27.000000,60.000000,7,8.571429
ELL|MYK,34.000000,8,4.250000,216.000000,8,27.000000,71.000000,8,8.875000
F9|ISP,10.000000,1,10.000000,372.000000,1,372.000000,2.000000,1,2.000000
F9|MBJ,12.000000,2,6.000000,372.000000,2,186.000000,2.000000,2,1.000000
F9|PUJ,1.000000,1,1.000000,230.000000,1,230.000000,1.000000,1,1.000000
F9|STL,5.000000,1,5.000000,230.000000,1,230.000000,1.000000,1,1.000000
FYQ|ANR,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
FYQ|HPN,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
G4|PIE,5.000000,1,5.000000,156.000000,1,156.000000,1.000000,1,1.000000
G4|TYS,3.000000,1,3.000000,156.000000,1,156.000000,1.000000,1,1.000000
G7|CHO,4.000000,1,4.000000,50.000000,1,50.000000,1.000000,1,1.000000
G7|CLE,2.000000,1,2.000000,50.000000,1,50.000000,1.000000,1,1.000000
G7|CMH,9.000000,1,9.000000,50.000000,1,50.000000,1.000000,1,1.000000
G7|DCA,3.000000,1,3.000000,50.000000,1,50.000000,1.000000,1,1.000000
G7|DTW,8.000000,1,8.000000,50.000000,1,50.000000,1.000000,1,1.000000
G7|IAD,13.000000,2,6.500000,100.000000,2,50.000000,2.000000,2,1.000000
G7|MEM,10.000000,1,10.000000,50.000000,1,50.000000,1.000000,1,1.000000
G7|SDF,8.000000,2,4.000000,100.000000,2,50.000000,2.000000,2,1.000000
G7|TVC,10.000000,1,10.000000,50.000000,1,50.000000,1.000000,1,1.000000
GCA|AGU,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
GCA|BQN,5.000000,1,5.000000,180.000000,1,180.000000,1.000000,1,1.000000
GCA|DAL,4.000000,1,4.000000,183.000000,1,183.000000,1.000000,1,1.000000
GCA|ELP,36.000000,9,4.000000,3047.000000,9,338.555556,18.000000,9,2.000000
GCA|FLL,1.000000,1,1.000000,150.000000,1,150.000000,1.000000,1,1.000000
GCA|GRK,7.000000,1,7.000000,180.000000,1,180.000000,1.000000,1,1.000000
GCA|HAV,10.000000,1,10.000000,150.000000,1,150.000000,1.000000,1,1.000000
GCA|HRL,17.000000,3,5.666667,718.000000,3,239.333333,4.000000,3,1.333333
GCA|LRD,9.000000,2,4.500000,543.000000,2,271.500000,3.000000,2,1.500000
GCA|MFE,49.000000,10,4.900000,2565.000000,10,256.500000,15.000000,10,1.500000
GCA|MIA,7.000000,4,1.750000,851.000000,4,212.750000,5.000000,4,1.250000
GCA|SAN,21.000000,4,5.250000,1108.000000,4,277.000000,6.000000,4,1.500000
GCA|SAP,28.000000,3,9.333333,598.000000,3,199.333333,3.000000,3,1.000000
GCA|SJU,1.000000,1,1.000000,68.000000,1,68.000000,1.000000,1,1.000000
GCA|SNU,6.000000,1,6.000000,180.000000,1,180.000000,1.000000,1,1.000000
GCA|TUS,16.000000,2,8.000000,483.000000,2,241.500000,3.000000,2,1.500000
GCA|YUM,10.000000,2,5.000000,480.000000,2,240.000000,3.000000,2,1.500000
GCQ|AGP,6.000000,1,6.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|AMS,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|AZA,12.000000,2,6.000000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|BED,5.000000,1,5.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|BFI,10.000000,1,10.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|BQH,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|CIA,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|CLE,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|COU,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|DAL,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|EDI,7.000000,2,3.500000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|FAB,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|FRG,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|FTY,65.000000,11,5.909091,150.000000,11,13.636364,11.000000,11,1.000000
GCQ|GCM,13.000000,2,6.500000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|GDN,4.000000,1,4.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|JTR,10.000000,1,10.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|KLU,85.000000,11,7.727273,154.000000,11,14.000000,11.000000,11,1.000000
GCQ|LAS,11.000000,2,5.500000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|LAX,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|LBG,5.000000,2,2.500000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|LPL,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|LTN,7.000000,2,3.500000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|MAD,3.000000,1,3.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|MAN,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|MIA,11.000000,3,3.666667,42.000000,3,14.000000,3.000000,3,1.000000
GCQ|MSY,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|NCE,4.000000,2,2.000000,28.000000,2,14.000000,2.000000,2,1.000000
GCQ|OLB,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|OPF,13.000000,3,4.333333,42.000000,3,14.000000,3.000000,3,1.000000
GCQ|PSA,7.000000,1,7.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|PWK,8.000000,1,8.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|RSW,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|SFO,12.000000,3,4.000000,42.000000,3,14.000000,3.000000,3,1.000000
GCQ|SNN,2.000000,1,2.000000,10.000000,1,10.000000,1.000000,1,1.000000
GCQ|TPA,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|TTN,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|VIE,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GCQ|YYZ,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GEQ|ACK,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|BCN,3.000000,2,1.500000,25.000000,2,12.500000,2.000000,2,1.000000
GEQ|BED,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
GEQ|BFI,5.000000,1,5.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|BGR,16.000000,6,2.666667,68.000000,6,11.333333,6.000000,6,1.000000
GEQ|BNA,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|BOS,31.000000,6,5.166667,60.000000,6,10.000000,6.000000,6,1.000000
GEQ|CHA,15.000000,3,5.000000,42.000000,3,14.000000,3.000000,3,1.000000
GEQ|CLE,5.000000,1,5.000000,9.000000,1,9.000000,1.000000,1,1.000000
GEQ|COR,4.000000,1,4.000000,10.000000,1,10.000000,1.000000,1,1.000000
GEQ|CQM,2.000000,1,2.000000,17.000000,1,17.000000,1.000000,1,1.000000
GEQ|CRW,8.000000,1,8.000000,11.000000,1,11.000000,1.000000,1,1.000000
GEQ|DTW,4.000000,1,4.000000,15.000000,1,15.000000,1.000000,1,1.000000
GEQ|EWR,18.000000,5,3.600000,44.000000,5,8.800000,5.000000,5,1.000000
GEQ|FAB,4.000000,1,4.000000,9.000000,1,9.000000,1.000000,1,1.000000
GEQ|FNC,4.000000,1,4.000000,5.000000,1,5.000000,1.000000,1,1.000000
GEQ|GLA,4.000000,1,4.000000,12.000000,1,12.000000,1.000000,1,1.000000
GEQ|GSP,19.000000,3,6.333333,38.000000,3,12.666667,3.000000,3,1.000000
GEQ|IAD,11.000000,4,2.750000,42.000000,4,10.500000,4.000000,4,1.000000
GEQ|IQT,2.000000,1,2.000000,7.000000,1,7.000000,1.000000,1,1.000000
GEQ|JFK,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
GEQ|KEF,1.000000,1,1.000000,7.000000,1,7.000000,1.000000,1,1.000000
GEQ|LAS,4.000000,1,4.000000,10.000000,1,10.000000,1.000000,1,1.000000
GEQ|LCQ,5.000000,1,5.000000,9.000000,1,9.000000,1.000000,1,1.000000
GEQ|LEX,2.000000,1,2.000000,11.000000,1,11.000000,1.000000,1,1.000000
GEQ|LRM,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
GEQ|LTN,7.000000,2,3.500000,24.000000,2,12.000000,2.000000,2,1.000000
GEQ|MAD,97.000000,21,4.619048,264.000000,21,12.571429,22.000000,21,1.047619
GEQ|MAS,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
GEQ|MDW,14.000000,3,4.666667,41.000000,3,13.666667,3.000000,3,1.000000
GEQ|MUC,5.000000,1,5.000000,9.000000,1,9.000000,1.000000,1,1.000000
GEQ|NAS,4.000000,2,2.000000,25.000000,2,12.500000,2.000000,2,1.000000
GEQ|NHT,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
GEQ|NUQ,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|OPF,3.000000,2,1.500000,24.000000,2,12.000000,2.000000,2,1.000000
GEQ|PAD,1.000000,1,1.000000,18.000000,1,18.000000,1.000000,1,1.000000
GEQ|PDK,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
GEQ|PMI,7.000000,2,3.500000,9.000000,2,4.500000,2.000000,2,1.000000
GEQ|PSM,16.000000,2,8.000000,22.000000,2,11.000000,2.000000,2,1.000000
GEQ|RDU,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|RWI,5.000000,1,5.000000,9.000000,1,9.000000,1.000000,1,1.000000
GEQ|SAV,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
GEQ|SBA,1.000000,1,1.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|SCQ,12.000000,3,4.000000,29.000000,3,9.666667,3.000000,3,1.000000
GEQ|SDR,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|SFO,4.000000,1,4.000000,10.000000,1,10.000000,1.000000,1,1.000000
GEQ|SJC,8.000000,4,2.000000,54.000000,4,13.500000,4.000000,4,1.000000
GEQ|SMA,3.000000,1,3.000000,7.000000,1,7.000000,1.000000,1,1.000000
GEQ|SUN,6.000000,2,3.000000,23.000000,2,11.500000,2.000000,2,1.000000
GEQ|SWF,4.000000,1,4.000000,15.000000,1,15.000000,1.000000,1,1.000000
GEQ|TEB,62.000000,14,4.428571,150.000000,14,10.714286,15.000000,14,1.071429
GEQ|TWF,1.000000,1,1.000000,14.000000,1,14.000000,1.000000,1,1.000000
GEQ|VNY,2.000000,1,2.000000,17.000000,1,17.000000,1.000000,1,1.000000
GEQ|YYZ,2.000000,1,2.000000,13.000000,1,13.000000,1.000000,1,1.000000
GEQ|ZAZ,6.000000,3,2.000000,37.000000,3,12.333333,3.000000,3,1.000000
GEQ|ZRH,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
GJQ|AHO,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|ATH,12.000000,2,6.000000,32.000000,2,16.000000,2.000000,2,1.000000
GJQ|AVN,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|BCN,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|BDA,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
GJQ|BGR,38.000000,18,2.111111,144.000000,18,8.000000,18.000000,18,1.000000
GJQ|BOS,6.000000,2,3.000000,16.000000,2,8.000000,2.000000,2,1.000000
GJQ|DPA,10.000000,4,2.500000,32.000000,4,8.000000,4.000000,4,1.000000
GJQ|DUB,4.000000,2,2.000000,16.000000,2,8.000000,2.000000,2,1.000000
GJQ|EWR,9.000000,1,9.000000,16.000000,1,16.000000,1.000000,1,1.000000
GJQ|FMM,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|GOA,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|HUY,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|KEF,24.000000,9,2.666667,80.000000,9,8.888889,10.000000,9,1.111111
GJQ|MAD,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|PMI,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|PSA,7.000000,3,2.333333,24.000000,3,8.000000,3.000000,3,1.000000
GJQ|PTP,1.000000,1,1.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|PWM,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|SFB,3.000000,1,3.000000,16.000000,1,16.000000,1.000000,1,1.000000
GJQ|SFJ,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|SMA,2.000000,1,2.000000,8.000000,1,8.000000,1.000000,1,1.000000
GJQ|SNN,4.000000,2,2.000000,16.000000,2,8.000000,2.000000,2,1.000000
